CustomerId,Surname,Age,Gender,Marital Status,Education Level,Account Balance Trend,Loan History,Frequency of Deposits/Withdrawals,Average Transaction Value,Account Activity,Use of Savings Products,Use of Loan Products,Use of Digital Banking,Participation in Group Lending,Tenure,Number of Complaints Logged,Response Time to Complaints,Customer Support Interactions,Repayment Timeliness,Overdue Loan Frequency,Penalties Paid,Exited
SMB15566038,Adebayo,69,Female,Single,None,Decreasing,Active,3,12445.375072971447,Dormant,1,0,USSD,1,9,0,9,7,On-time,1,8923.610807796951,0
SMB15566039,Nwachukwu,74,Female,Single,None,Increasing,Active,6,37063.2399490969,Active,1,1,USSD,0,6,0,6,9,Late,3,3850.3068123282524,0
SMB15566040,Yusuf,43,Female,Married,Secondary,Stable,Cleared,5,1384.4011407905364,Active,1,1,None,1,1,1,14,6,On-time,3,6919.082311607575,0
SMB15566041,Eze,58,Male,Married,None,Stable,Cleared,4,27422.295839487673,Active,0,0,USSD,0,3,3,9,1,On-time,4,1347.930863825203,0
SMB15566042,Eze,52,Female,Married,Tertiary,Stable,Active,6,39894.57354445794,Active,1,1,None,1,0,1,0,4,On-time,4,5408.179778557615,0
SMB15566043,Okafor,80,Male,Single,Primary,Increasing,Cleared,3,14045.186029555942,Dormant,1,1,App,0,4,2,2,8,Late,0,9217.042255545135,0
SMB15566044,Abdullahi,42,Male,Divorced,Secondary,Decreasing,Defaulted,12,30561.28401998885,Active,1,0,None,0,7,0,1,8,Late,1,279.35804457383415,0
SMB15566045,Sule,55,Male,Divorced,Primary,Stable,Cleared,1,33776.105175312274,Dormant,0,1,App,1,0,4,12,2,On-time,2,2675.5736172680854,0
SMB15566046,Onuoha,19,Female,Married,Primary,Stable,Cleared,6,33096.21012384941,Dormant,1,1,USSD,1,6,0,8,2,On-time,2,1324.9353368014426,0
SMB15566047,Olawale,24,Male,Divorced,Secondary,Increasing,Cleared,1,22846.63207573717,Active,0,1,USSD,1,6,2,7,1,On-time,3,5331.214794964148,0
SMB15566048,Chukwu,51,Male,Married,Secondary,Stable,Active,6,17982.321405913182,Dormant,1,1,None,0,6,3,2,6,Late,4,6796.424640713253,0
SMB15566049,Abdullahi,34,Male,Divorced,Secondary,Stable,Active,1,41960.27957836286,Active,0,1,USSD,1,0,1,4,5,On-time,1,577.7919206310933,0
SMB15566050,Yusuf,60,Male,Single,Secondary,Increasing,Defaulted,4,38163.85189299335,Active,1,0,Both,1,2,0,2,4,Late,3,702.844206405513,0
SMB15566051,Olawale,76,Female,Single,Tertiary,Increasing,Cleared,3,16741.503497281716,Dormant,1,1,App,1,1,0,13,6,Late,1,8696.291927489054,0
SMB15566052,Eze,68,Female,Single,Tertiary,Stable,Defaulted,3,6047.940527668098,Dormant,0,0,USSD,1,4,4,10,3,On-time,4,4562.331485675083,0
SMB15566053,Bello,71,Female,Single,Secondary,Stable,Cleared,5,4518.569726827991,Active,1,1,USSD,0,1,1,12,4,On-time,2,4629.515996386478,0
SMB15566054,Yusuf,41,Male,Single,None,Decreasing,Cleared,5,5619.522917047866,Active,1,1,USSD,1,4,4,11,8,On-time,0,9445.803949581168,0
SMB15566055,Adebayo,42,Male,Married,None,Stable,Active,5,29560.598698410096,Active,0,0,Both,1,4,4,10,8,On-time,1,3202.096102649318,0
SMB15566056,Okafor,88,Male,Married,Primary,Stable,Cleared,9,3531.446615620495,Active,1,1,App,0,3,3,11,3,On-time,2,8970.236470327904,1
SMB15566057,Adebayo,69,Male,Married,Secondary,Stable,Cleared,3,17509.416873237882,Dormant,0,1,USSD,1,6,0,10,5,On-time,1,9742.547445762635,0
SMB15566058,Onuoha,87,Male,Single,Primary,Stable,Cleared,3,37906.78539379724,Active,0,1,USSD,1,9,1,5,1,On-time,1,2416.941976504303,1
SMB15566059,Yusuf,50,Female,Married,Primary,Stable,Cleared,6,15423.060159253526,Active,0,1,USSD,1,5,3,4,2,On-time,1,5140.388492125429,0
SMB15566060,Adekunle,66,Male,Married,Tertiary,Decreasing,Cleared,6,38402.09578182636,Dormant,1,1,USSD,0,1,3,10,8,Late,4,5343.561529002584,0
SMB15566061,Adekunle,46,Male,Single,Tertiary,Stable,Active,3,37527.88487214571,Active,1,1,None,1,3,3,1,5,On-time,3,8661.681117920638,0
SMB15566062,Nwachukwu,80,Male,Married,Tertiary,Stable,Cleared,7,13045.5294990276,Active,1,1,USSD,0,6,2,13,7,On-time,1,3039.081363818216,0
SMB15566063,Abdullahi,39,Male,Single,Primary,Increasing,Active,4,36712.28682454453,Dormant,1,1,Both,1,8,2,9,4,Late,4,7980.424433534148,0
SMB15566064,Eze,43,Male,Single,Secondary,Increasing,Cleared,1,37641.05527533293,Dormant,0,0,USSD,1,8,3,7,1,On-time,0,9710.073912780117,0
SMB15566065,Eze,45,Female,Divorced,Primary,Decreasing,Cleared,7,20475.242357684318,Dormant,1,0,None,1,2,2,5,6,Late,3,8403.366527442993,0
SMB15566066,Chukwu,66,Female,Single,None,Decreasing,Active,7,11310.603703334393,Active,0,1,App,0,0,1,13,5,Late,4,9091.402834567174,1
SMB15566067,Chukwu,88,Female,Married,None,Stable,Cleared,2,26542.269537701588,Dormant,1,1,USSD,1,8,0,14,1,On-time,0,7083.544391429696,0
SMB15566068,Chukwu,66,Male,Married,Primary,Increasing,Defaulted,5,46148.48181200962,Active,0,1,USSD,1,7,1,2,5,On-time,3,9039.557602771736,0
SMB15566069,Bello,37,Male,Married,Primary,Stable,Defaulted,6,32341.219889171036,Active,0,1,USSD,0,6,0,12,7,On-time,4,1648.5063535232737,1
SMB15566070,Ibrahim,80,Male,Single,Tertiary,Decreasing,Active,9,9473.2023837358,Dormant,1,0,USSD,1,5,2,14,0,On-time,0,7123.61415041626,0
SMB15566071,Okonkwo,78,Male,Single,None,Stable,Cleared,3,34455.08931194247,Active,1,0,USSD,1,9,1,12,3,On-time,4,7318.773549714761,1
SMB15566072,Ibrahim,66,Female,Single,Secondary,Decreasing,Cleared,4,21932.948336809895,Dormant,0,1,USSD,1,6,4,0,0,Late,0,4391.809464994206,0
SMB15566073,Adebayo,88,Male,Married,Secondary,Increasing,Cleared,10,29984.911070413276,Active,1,0,App,0,8,3,4,1,On-time,1,797.3846735791212,0
SMB15566074,Ibrahim,18,Male,Married,Primary,Stable,Active,4,36969.13771613229,Active,0,1,USSD,0,5,0,11,0,On-time,1,6224.437462608272,0
SMB15566075,Bello,30,Male,Single,Primary,Increasing,Cleared,4,26232.420224207795,Dormant,1,1,App,1,9,0,10,5,Late,3,518.8080657048066,0
SMB15566076,Nwachukwu,68,Male,Divorced,Primary,Decreasing,Cleared,4,40885.21475409212,Active,1,0,None,0,2,4,1,5,Late,0,3824.0249615654952,0
SMB15566077,Adebayo,73,Female,Married,Secondary,Decreasing,Active,7,36385.62338651476,Dormant,0,0,App,0,2,4,12,0,On-time,1,3936.7022897575166,0
SMB15566078,Ibrahim,79,Male,Single,Primary,Stable,Active,8,31138.593660907023,Active,0,1,USSD,1,3,3,1,3,On-time,3,9989.225084633328,0
SMB15566079,Bello,49,Male,Married,None,Increasing,Active,6,8388.847975785222,Dormant,0,1,USSD,0,9,2,8,3,On-time,2,2998.020337291105,0
SMB15566080,Okonkwo,47,Male,Married,None,Stable,Cleared,6,41961.506434666844,Active,0,1,USSD,1,9,1,10,7,Late,1,8204.539379236887,0
SMB15566081,Ibrahim,46,Male,Single,Secondary,Stable,Cleared,3,46859.373680670986,Active,0,1,USSD,1,7,1,12,5,On-time,1,531.716852183538,0
SMB15566082,Bello,66,Female,Single,Tertiary,Stable,Cleared,5,7711.291066655446,Active,1,1,None,1,9,1,14,1,Late,4,5297.659853858404,1
SMB15566083,Onuoha,62,Female,Married,Primary,Stable,Active,6,24923.815342238096,Dormant,1,0,App,1,8,2,9,4,On-time,2,5366.916785560121,0
SMB15566084,Chukwu,47,Female,Married,Secondary,Decreasing,Cleared,2,13685.54835655472,Dormant,0,0,None,0,7,3,6,3,Late,0,6287.498531944623,0
SMB15566085,Onuoha,33,Female,Married,Secondary,Stable,Active,8,37971.64206385267,Dormant,1,1,None,0,9,1,5,9,On-time,3,8100.052033899383,0
SMB15566086,Eze,57,Male,Married,Tertiary,Decreasing,Active,5,36359.8521642303,Active,1,0,USSD,1,1,0,14,3,Late,2,7619.23381723148,0
SMB15566087,Chukwu,36,Female,Single,Tertiary,Stable,Cleared,4,7903.370907949537,Active,1,0,App,0,3,0,12,7,Late,0,7610.081283323745,0
SMB15566088,Eze,35,Male,Single,Secondary,Stable,Active,4,43974.33629182022,Active,1,1,None,1,3,0,0,4,On-time,1,4322.939343242869,0
SMB15566089,Adesina,18,Male,Married,Secondary,Stable,Cleared,2,9867.680134922111,Active,1,1,Both,1,1,4,14,2,Late,3,7274.714824665264,0
SMB15566090,Okafor,64,Female,Single,Tertiary,Stable,Active,5,40065.69225675727,Active,1,0,Both,0,7,4,13,9,Late,3,4913.157177491215,0
SMB15566091,Onuoha,83,Male,Single,Primary,Stable,Cleared,5,23392.03762177224,Dormant,0,1,USSD,1,2,2,9,3,Late,2,669.5117834500219,0
SMB15566092,Okafor,55,Female,Married,Primary,Stable,Defaulted,4,17085.34238434941,Dormant,0,1,USSD,0,1,1,1,0,On-time,4,8901.81782611727,0
SMB15566093,Okafor,68,Male,Divorced,None,Increasing,Defaulted,2,8753.723871036462,Active,1,0,App,0,6,4,10,5,On-time,0,8901.633061387603,0
SMB15566094,Okonkwo,80,Female,Married,Tertiary,Stable,Active,4,9213.09855118484,Active,0,1,USSD,1,0,0,6,9,Late,2,3228.787646551393,0
SMB15566095,Chukwu,21,Female,Married,Tertiary,Stable,Active,4,33432.637180344114,Dormant,1,0,USSD,1,5,4,14,3,Late,4,9139.026192809402,0
SMB15566096,Adesina,18,Female,Single,None,Stable,Cleared,1,27971.089009408905,Active,0,1,Both,1,2,0,2,5,On-time,4,7579.840385050815,0
SMB15566097,Eze,25,Female,Divorced,Secondary,Decreasing,Active,8,6982.1856609104025,Active,1,0,Both,0,2,1,1,1,Late,4,4008.012308620231,0
SMB15566098,Bello,46,Female,Single,Primary,Decreasing,Cleared,4,6522.195161477935,Active,0,1,Both,0,4,2,5,4,On-time,3,3315.055984252535,0
SMB15566099,Adebayo,72,Male,Divorced,None,Stable,Cleared,10,4543.218163866782,Active,1,0,USSD,0,2,3,7,8,Late,0,9751.42699386101,0
SMB15566100,Bello,20,Male,Divorced,Tertiary,Stable,Active,6,37444.60002130366,Dormant,1,1,USSD,0,3,3,14,7,On-time,0,7126.269631113109,0
SMB15566101,Adebayo,49,Male,Married,Primary,Stable,Active,3,35882.22217623517,Active,0,1,USSD,0,2,0,7,2,On-time,2,3788.099547712002,0
SMB15566102,Onuoha,27,Female,Divorced,None,Decreasing,Cleared,6,3863.1185518741822,Active,0,1,USSD,1,6,4,10,0,On-time,1,6419.8388798080505,0
SMB15566103,Adekunle,91,Male,Married,Secondary,Stable,Cleared,4,28453.233704251674,Active,1,1,USSD,1,2,4,1,9,On-time,2,5715.261990373689,0
SMB15566104,Bello,51,Female,Single,Secondary,Stable,Cleared,3,5149.131606891805,Dormant,0,0,USSD,0,9,0,5,2,On-time,0,5245.400227039607,0
SMB15566105,Ibrahim,72,Male,Married,None,Stable,Defaulted,2,45283.54275983814,Active,0,1,USSD,0,3,1,11,7,On-time,3,6447.018988118438,0
SMB15566106,Ibrahim,49,Male,Married,Secondary,Stable,Cleared,3,45448.75353982649,Active,0,0,App,1,1,0,4,2,On-time,2,5376.263221803619,0
SMB15566107,Abdullahi,67,Female,Single,Secondary,Stable,Active,5,35213.41650084338,Dormant,1,1,App,1,1,1,6,4,On-time,1,6547.903536863806,0
SMB15566108,Chukwu,24,Male,Married,None,Increasing,Cleared,3,46383.25715053305,Dormant,1,0,App,1,8,2,3,1,Late,2,9075.68562223639,0
SMB15566109,Adebayo,25,Male,Divorced,None,Stable,Cleared,4,40761.198490270835,Dormant,1,1,None,0,0,2,11,0,On-time,4,9932.649681452718,1
SMB15566110,Adebayo,82,Male,Single,Secondary,Increasing,Active,3,41598.39022042542,Dormant,1,1,None,0,0,0,12,9,On-time,1,7092.868733480133,0
SMB15566111,Yusuf,74,Female,Married,Primary,Stable,Active,6,28915.68467792673,Active,1,1,App,1,9,2,1,4,On-time,4,9278.208017504327,0
SMB15566112,Nwachukwu,84,Female,Divorced,Tertiary,Stable,Active,5,15996.900712592618,Active,1,0,USSD,1,0,4,9,4,Late,3,8584.10253882954,0
SMB15566113,Chukwu,76,Male,Divorced,Tertiary,Decreasing,Active,5,11672.156640704658,Active,1,1,USSD,0,2,1,2,5,Late,0,2950.3739798127913,0
SMB15566114,Okonkwo,89,Male,Divorced,Tertiary,Stable,Cleared,4,17032.801079907527,Active,0,1,None,1,1,3,8,1,On-time,2,9329.079830430355,0
SMB15566115,Abdullahi,71,Male,Married,Primary,Decreasing,Active,4,31796.27607436404,Dormant,0,1,USSD,0,2,3,9,8,Late,2,708.0900005262147,0
SMB15566116,Okonkwo,84,Female,Divorced,Tertiary,Increasing,Active,6,9460.170255787547,Dormant,1,1,USSD,0,4,2,7,1,Late,4,3299.2182104354483,0
SMB15566117,Onuoha,68,Female,Married,Primary,Stable,Active,4,13673.371595228758,Dormant,1,1,App,1,8,1,12,1,On-time,4,6399.449351048,1
SMB15566118,Onuoha,25,Male,Single,Primary,Decreasing,Cleared,6,23934.982276977757,Active,0,1,Both,0,1,4,8,4,Late,0,5269.154458951421,0
SMB15566119,Okonkwo,51,Male,Married,None,Stable,Cleared,4,12419.454827706162,Dormant,0,0,USSD,1,0,3,4,8,On-time,2,5424.123928293626,0
SMB15566120,Okonkwo,52,Male,Married,None,Decreasing,Defaulted,5,29843.53981608702,Dormant,1,1,USSD,0,5,4,12,3,On-time,0,7948.88329801248,0
SMB15566121,Adesina,49,Female,Single,Secondary,Stable,Active,5,46235.62539436016,Active,1,1,App,0,2,4,4,5,On-time,4,1947.0368228619227,0
SMB15566122,Chukwu,63,Female,Married,Primary,Decreasing,Cleared,4,37656.37891945319,Dormant,0,1,USSD,0,6,3,6,1,On-time,4,9820.755099674587,0
SMB15566123,Okonkwo,33,Male,Married,Primary,Stable,Cleared,5,33654.90409329673,Active,1,1,USSD,0,5,3,6,3,On-time,1,4374.582272971706,0
SMB15566124,Ibrahim,85,Male,Single,Secondary,Increasing,Active,3,29553.35232320516,Active,1,1,Both,0,6,2,0,8,On-time,4,9498.432648055952,0
SMB15566125,Nwachukwu,54,Male,Married,Primary,Increasing,Active,4,24909.44755359618,Dormant,1,1,App,1,4,1,11,1,On-time,4,3831.1586449683264,1
SMB15566126,Nwachukwu,71,Female,Married,Secondary,Decreasing,Active,6,10141.629122098326,Dormant,1,1,Both,1,0,0,14,0,On-time,0,6017.866688516357,0
SMB15566127,Okafor,31,Male,Married,Primary,Decreasing,Active,6,44840.81231591641,Active,0,1,USSD,0,2,1,13,3,On-time,1,4503.114713231361,0
SMB15566128,Adekunle,72,Female,Single,Tertiary,Decreasing,Defaulted,1,13178.264098628979,Active,1,1,USSD,0,2,0,4,3,On-time,1,6759.351638519703,0
SMB15566129,Onuoha,65,Female,Single,Tertiary,Decreasing,Cleared,3,5474.135001329877,Dormant,1,1,App,1,6,3,7,0,On-time,2,1836.247293841865,0
SMB15566130,Adebayo,24,Male,Single,Primary,Stable,Defaulted,4,37750.74378220607,Dormant,1,0,None,0,2,4,6,3,Late,3,4006.285328404849,0
SMB15566131,Yusuf,91,Male,Divorced,Primary,Stable,Cleared,6,9605.161182227153,Dormant,0,0,App,0,4,1,10,2,On-time,2,683.8112210743142,0
SMB15566132,Sule,24,Male,Single,Primary,Stable,Defaulted,4,19222.903977517624,Active,1,0,None,0,3,4,1,1,On-time,2,5981.014169900135,0
SMB15566133,Adebayo,50,Female,Married,Tertiary,Stable,Cleared,3,2385.9614862580065,Active,0,1,App,1,3,1,13,9,On-time,2,9626.816985891228,0
SMB15566134,Adekunle,40,Female,Single,Primary,Stable,Cleared,14,7716.329184481956,Active,0,1,USSD,0,6,1,7,3,On-time,1,459.0651515738575,0
SMB15566135,Yusuf,36,Female,Single,Primary,Increasing,Active,5,9486.977907235692,Active,1,1,None,1,0,4,1,7,On-time,0,6596.300245015665,0
SMB15566136,Adesina,36,Male,Married,None,Stable,Active,4,3666.0962597587195,Active,1,1,USSD,0,6,2,9,6,On-time,4,7750.979636376597,0
SMB15566137,Chukwu,53,Male,Married,Primary,Increasing,Cleared,5,33176.19087451941,Active,1,1,USSD,0,7,3,0,8,Late,1,2131.0842417762888,0
SMB15566138,Bello,46,Female,Single,Primary,Stable,Active,5,42013.38199435274,Active,1,1,USSD,0,2,2,10,7,On-time,4,2730.7429336854707,1
SMB15566139,Chukwu,77,Female,Married,Tertiary,Stable,Active,7,19292.45491193111,Active,1,1,USSD,1,2,2,10,0,On-time,4,2015.8108624003535,1
SMB15566140,Adebayo,19,Male,Single,Primary,Increasing,Defaulted,7,43854.24735919183,Dormant,1,0,App,1,3,1,13,1,On-time,3,2974.1263667630747,1
SMB15566141,Adebayo,18,Female,Married,Primary,Increasing,Cleared,7,11453.982153446199,Active,1,0,USSD,0,5,3,10,1,Late,2,1100.8255919337416,0
SMB15566142,Yusuf,64,Female,Married,Tertiary,Increasing,Defaulted,2,16944.130754500737,Active,0,0,USSD,0,6,1,2,7,Late,3,3703.4787128542234,0
SMB15566143,Yusuf,86,Female,Single,Tertiary,Increasing,Cleared,5,8386.11265852725,Active,1,0,None,1,0,0,2,3,On-time,2,3689.2919531439484,0
SMB15566144,Onuoha,37,Female,Single,Primary,Stable,Defaulted,3,31407.400575530934,Active,1,0,Both,1,3,1,5,8,On-time,1,8072.674566054089,1
SMB15566145,Adesina,28,Female,Single,Primary,Increasing,Cleared,7,21573.609952645034,Active,0,1,None,0,6,4,11,1,Late,4,8009.583156007184,0
SMB15566146,Onuoha,19,Female,Divorced,Primary,Stable,Defaulted,2,31050.883995253036,Dormant,1,0,USSD,1,1,1,2,3,On-time,3,7967.233633093648,0
SMB15566147,Adekunle,84,Male,Divorced,Tertiary,Stable,Cleared,6,38322.070364315,Dormant,1,0,App,0,0,0,6,0,On-time,1,5670.359132189304,0
SMB15566148,Okonkwo,29,Male,Single,None,Stable,Defaulted,4,27739.447785614473,Active,0,0,USSD,0,0,1,7,2,On-time,1,3258.8068686633455,0
SMB15566149,Chukwu,37,Female,Married,Tertiary,Stable,Cleared,8,31753.887390187607,Active,1,1,USSD,0,9,0,2,5,On-time,2,4109.645164004338,0
SMB15566150,Yusuf,22,Male,Single,Secondary,Stable,Cleared,5,46827.265405322316,Active,1,1,USSD,1,5,3,8,8,Late,4,3177.435047620818,0
SMB15566151,Eze,54,Male,Single,Secondary,Decreasing,Defaulted,1,15654.151170833313,Dormant,0,1,App,0,4,1,0,0,Late,2,5819.279049807214,0
SMB15566152,Adekunle,55,Male,Married,None,Decreasing,Active,2,18599.0329930637,Active,0,0,USSD,1,0,0,14,4,Late,2,9379.791213136663,0
SMB15566153,Ibrahim,26,Male,Divorced,Primary,Stable,Active,3,36167.46472375751,Active,1,1,App,1,9,3,2,1,On-time,1,2844.967840557142,0
SMB15566154,Adesina,70,Female,Divorced,Primary,Stable,Active,6,30953.970335713948,Dormant,1,0,App,1,2,4,11,6,On-time,2,4588.518176461297,0
SMB15566155,Adebayo,61,Female,Married,None,Stable,Cleared,8,9748.112322446026,Dormant,1,0,USSD,0,6,2,2,3,On-time,0,6551.169301393401,0
SMB15566156,Onuoha,41,Male,Single,Secondary,Stable,Active,4,19431.218190514017,Dormant,1,1,App,0,8,0,6,4,Late,4,8446.949117955828,0
SMB15566157,Adekunle,91,Male,Married,Tertiary,Decreasing,Active,3,23924.062643111032,Dormant,1,1,USSD,1,8,4,10,7,Late,2,2533.3392064096483,1
SMB15566158,Sule,47,Male,Single,Secondary,Stable,Cleared,6,21550.102060451078,Dormant,1,1,USSD,1,5,3,10,1,On-time,2,2802.8995098039054,1
SMB15566159,Chukwu,76,Female,Married,Secondary,Increasing,Active,6,9735.46560778,Active,0,1,USSD,1,2,4,4,2,On-time,3,8851.655322559362,0
SMB15566160,Yusuf,31,Female,Single,None,Stable,Defaulted,8,46297.074497428854,Active,0,1,Both,0,0,1,3,4,On-time,4,802.5811998580301,0
SMB15566161,Adebayo,26,Male,Married,Primary,Decreasing,Active,6,38353.619323004816,Dormant,1,0,USSD,0,2,2,1,9,Late,4,6054.476059672126,0
SMB15566162,Bello,57,Female,Single,None,Stable,Cleared,6,24586.43577328476,Dormant,1,1,USSD,1,9,0,6,3,On-time,2,8604.554160959871,0
SMB15566163,Sule,83,Female,Single,Secondary,Increasing,Cleared,5,34322.990387034995,Dormant,1,0,USSD,0,1,3,2,4,On-time,0,9217.427503515333,0
SMB15566164,Adesina,42,Female,Divorced,Tertiary,Stable,Cleared,4,44966.85093464057,Active,1,1,USSD,1,4,2,6,2,On-time,3,126.87254232868762,0
SMB15566165,Adekunle,90,Female,Single,Secondary,Increasing,Defaulted,5,7672.532975716989,Active,1,0,None,0,7,3,9,8,On-time,0,3696.659774941843,0
SMB15566166,Abdullahi,39,Male,Married,None,Stable,Cleared,5,13268.279484641907,Active,1,1,USSD,0,4,4,11,7,Late,2,2572.6478612104665,1
SMB15566167,Adebayo,21,Female,Single,Primary,Stable,Active,6,27592.361115575608,Active,1,1,USSD,0,0,3,6,5,Late,4,5680.325887747232,0
SMB15566168,Chukwu,43,Male,Single,Secondary,Decreasing,Active,11,40151.508196265575,Active,1,1,USSD,0,2,3,10,0,Late,4,6328.6227681362925,0
SMB15566169,Okafor,75,Female,Single,Primary,Decreasing,Active,8,2776.4898766348415,Dormant,1,0,USSD,0,4,4,1,3,Late,0,9997.744776055288,0
SMB15566170,Eze,46,Female,Single,Tertiary,Decreasing,Defaulted,7,49216.889359621666,Active,1,1,USSD,1,6,4,6,6,On-time,1,5127.624968989257,0
SMB15566171,Olawale,54,Female,Married,Tertiary,Increasing,Defaulted,7,23290.423541237462,Dormant,0,1,App,0,4,2,5,9,On-time,2,5514.668787372698,1
SMB15566172,Sule,87,Female,Single,Secondary,Decreasing,Defaulted,4,18602.325890464428,Dormant,1,1,Both,0,9,0,9,4,On-time,4,4143.135078056419,0
SMB15566173,Okonkwo,35,Male,Divorced,Primary,Stable,Active,8,15343.49745414882,Active,1,1,USSD,1,4,4,3,3,Late,1,1476.7723783857566,0
SMB15566174,Olawale,59,Male,Married,Primary,Stable,Defaulted,6,9543.47867489271,Active,0,1,None,0,6,2,10,8,On-time,4,3033.246402805985,0
SMB15566175,Chukwu,58,Female,Married,None,Stable,Cleared,2,39787.121537571365,Dormant,1,0,Both,0,7,3,4,7,On-time,4,2469.849177110318,0
SMB15566176,Ibrahim,55,Female,Married,Primary,Increasing,Defaulted,4,47815.29407255873,Dormant,1,1,App,1,7,3,11,2,On-time,1,8012.196913483421,0
SMB15566177,Onuoha,51,Male,Married,Primary,Stable,Cleared,0,21268.592987424512,Dormant,0,0,USSD,1,6,1,7,5,On-time,0,5458.164215523124,1
SMB15566178,Ibrahim,34,Male,Married,Secondary,Stable,Active,6,47668.614042919355,Dormant,1,0,None,0,2,4,4,3,Late,2,2961.9363021534205,1
SMB15566179,Okafor,54,Male,Single,Secondary,Increasing,Cleared,0,41366.08315631667,Dormant,0,1,None,0,1,2,2,6,Late,1,4890.929028935033,0
SMB15566180,Sule,42,Female,Single,None,Decreasing,Defaulted,7,24571.505246339595,Active,0,1,None,1,0,2,1,0,On-time,1,2188.648830954155,0
SMB15566181,Okonkwo,44,Female,Married,Primary,Stable,Active,9,34027.2827771805,Dormant,1,0,None,0,5,0,5,0,On-time,4,1851.2715057321793,0
SMB15566182,Abdullahi,74,Male,Divorced,None,Stable,Active,7,22314.224779352684,Dormant,1,0,Both,1,8,2,5,5,Late,1,8599.42237241886,0
SMB15566183,Okafor,48,Male,Married,None,Stable,Cleared,2,28377.44700241507,Dormant,1,1,USSD,1,2,4,6,9,Late,2,9448.108544661389,0
SMB15566184,Sule,23,Female,Married,Tertiary,Stable,Cleared,4,3844.270513906687,Active,1,0,USSD,1,4,2,7,6,On-time,0,800.1460782698788,0
SMB15566185,Nwachukwu,57,Female,Married,None,Stable,Defaulted,8,35116.910289726125,Dormant,1,1,App,0,8,1,3,8,On-time,0,7648.827071864205,0
SMB15566186,Olawale,29,Male,Married,Primary,Increasing,Active,5,3588.4075797226988,Active,0,1,App,0,8,3,11,6,On-time,0,4533.115364272901,0
SMB15566187,Okafor,70,Female,Married,None,Increasing,Cleared,5,41037.16239906283,Dormant,0,1,App,1,6,3,7,8,On-time,2,3889.7164130825336,0
SMB15566188,Olawale,88,Male,Single,Tertiary,Increasing,Cleared,6,41422.39954356731,Active,1,0,Both,0,3,2,11,9,Late,4,6894.11309547821,1
SMB15566189,Adebayo,27,Male,Married,Secondary,Stable,Defaulted,2,12616.787090254515,Active,0,0,USSD,0,1,2,0,8,On-time,2,2662.5368533436567,1
SMB15566190,Ibrahim,62,Female,Single,Primary,Decreasing,Defaulted,4,16859.47627075421,Active,1,1,Both,1,1,2,5,7,On-time,1,205.81226283587384,0
SMB15566191,Adebayo,34,Female,Single,Secondary,Stable,Active,7,24584.20854935637,Active,1,1,App,0,3,2,5,6,On-time,3,2140.02847820015,0
SMB15566192,Eze,43,Female,Married,Secondary,Stable,Cleared,3,30236.482439691594,Active,1,0,None,0,0,1,2,2,On-time,3,1849.250767091689,0
SMB15566193,Nwachukwu,79,Female,Single,Tertiary,Decreasing,Active,6,15080.329425357839,Dormant,0,0,USSD,1,3,4,8,2,On-time,3,340.4938155356252,0
SMB15566194,Okonkwo,63,Female,Single,Primary,Stable,Cleared,2,30031.83382696433,Active,1,0,USSD,0,5,1,11,4,On-time,0,3213.154160263213,0
SMB15566195,Abdullahi,81,Male,Single,Tertiary,Stable,Defaulted,8,15591.566588235644,Active,1,1,Both,0,5,1,11,6,On-time,2,4745.185335141398,0
SMB15566196,Adesina,19,Male,Divorced,Tertiary,Decreasing,Defaulted,10,3719.045332481973,Active,0,1,USSD,0,6,1,4,9,On-time,2,7358.286970505784,0
SMB15566197,Olawale,71,Male,Married,Tertiary,Stable,Defaulted,5,1123.8499417635385,Active,1,1,USSD,1,4,3,14,6,On-time,0,3256.6132549259687,0
SMB15566198,Abdullahi,82,Male,Married,Secondary,Increasing,Cleared,4,5956.401838003001,Active,1,1,None,0,8,1,0,0,On-time,1,1945.402656577434,0
SMB15566199,Olawale,68,Female,Married,Secondary,Stable,Cleared,4,39820.28430803689,Active,1,1,USSD,0,1,2,6,7,On-time,3,2306.197692536054,0
SMB15566200,Chukwu,70,Female,Married,Primary,Increasing,Defaulted,8,48110.13430678352,Active,0,1,None,1,1,1,9,0,On-time,3,8911.770791617146,0
SMB15566201,Okafor,53,Male,Single,Secondary,Stable,Cleared,9,21921.343764779744,Dormant,0,0,USSD,1,3,2,14,3,On-time,0,2047.2040641736878,0
SMB15566202,Eze,43,Male,Married,Secondary,Stable,Defaulted,7,26121.513719047194,Active,1,0,App,0,3,4,13,1,On-time,3,8792.406675165103,0
SMB15566203,Ibrahim,46,Female,Married,Secondary,Increasing,Defaulted,7,8195.56028459788,Active,0,0,USSD,1,3,3,2,4,Late,4,4470.989954877954,0
SMB15566204,Adesina,38,Male,Married,Primary,Stable,Active,3,28000.536281327695,Active,0,1,USSD,0,0,4,9,5,Late,2,9344.004323485264,0
SMB15566205,Yusuf,28,Female,Single,Secondary,Stable,Defaulted,8,8088.090198341865,Dormant,0,1,USSD,1,3,4,9,3,On-time,3,4080.9213630469867,1
SMB15566206,Olawale,57,Female,Married,Tertiary,Stable,Active,7,30949.502228742673,Active,0,1,None,0,4,3,10,3,Late,3,1776.8293380581733,0
